title,file_name,file_link
"BANK INDONESIA CIRCULAR LETTER NO. 17/38/DPM CONCERNING CRITERIA AND REQUIREMENTS FOR SECURITIES, PARTICIPANTS, AND INTERMEDIARY AGENCIES IN MONETARY OPERATIONS",Bank Indonesia Circular Letter No. 17/38/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/SE_173815.pdf
BANK INDONESIA CICULAR NO. 17/33/DPSP DATED 13 NOVEMBER 2015 CONCERNING PROCEDURE FOR THE USAGE OF INTRADAY LIQUIDITY FACILITY,Bank Indonesia Cicular No. 17/33/DPSP,https://www.bi.go.id/en/publikasi/peraturan/Documents/SE_173315_EN.pdf
BANK INDONESIA CICULAR NO. 17/33/DPSP DATED 13 NOVEMBER 2015 CONCERNING PROCEDURE FOR THE USAGE OF INTRADAY LIQUIDITY FACILITY,Bank Indonesia Cicular No. 17/33/DPSP Attachment,https://www.bi.go.id/en/publikasi/peraturan/Documents/Attachment_SE1733DPSP_FLI.zip
BANK INDONESIA CICULAR NO. 17/31/DPSP DATED 13 NOVEMBER 2015 CONCERNING OPERATION OF SECURITIES ADMINISTRATION THROUGH BANK INDONESIA-SCRIPLESS SECURITIES SETTLEMENT SYSTEM,Bank Indonesia Cicular No. 17/31/DPSP,https://www.bi.go.id/en/publikasi/peraturan/Documents/SE_173115_EN.pdf
BANK INDONESIA CICULAR NO. 17/31/DPSP DATED 13 NOVEMBER 2015 CONCERNING OPERATION OF SECURITIES ADMINISTRATION THROUGH BANK INDONESIA-SCRIPLESS SECURITIES SETTLEMENT SYSTEM,Bank Indonesia Cicular No. 17/31/DPSP Attachment,https://www.bi.go.id/en/publikasi/peraturan/Documents/Attachment_SE1731DPSP-BI-SSSS.zip
BANK INDONESIA CICULAR NO. 17/30/DPSP DATED 13 NOVEMBER 2015 CONCERNING OPERATION OF REAL TIME FUND SETTLEMENT THROUGH SISTEM BANK INDONESIA-REAL TIME GROSS SETTLEMENT,Bank Indonesia Cicular No. 17/30/DPSP,https://www.bi.go.id/en/publikasi/peraturan/Documents/SE_173015_EN.pdf
BANK INDONESIA CICULAR NO. 17/30/DPSP DATED 13 NOVEMBER 2015 CONCERNING OPERATION OF REAL TIME FUND SETTLEMENT THROUGH SISTEM BANK INDONESIA-REAL TIME GROSS SETTLEMENT,Bank Indonesia Cicular No. 17/30/DPSP Attachment,https://www.bi.go.id/en/publikasi/peraturan/Documents/Attachment_SE1730DPSP_BI-RTGS.zip
"BANK INDONESIA REGULATION NUMBER 17/18/PBI/2015 CONCERNING BANK INDONESIA OPERATED SYSTEMS FOR MANAGEMENT OF TRANSACTIONS, ADMINISTRATIONS OF SECURITIES, AND REALTIME FUND SETTLEMENT",Bank Indonesia Regulation Number 17/18/PBI/2015,https://www.bi.go.id/en/publikasi/peraturan/Documents/PBI_17_18_EN.pdf
BANK INDONESIA REGULATION NUMBER 17/20/PBI/2015 CONCERNING THE THIRD AMENDMENT TO BANK INDONESIA REGULATION NUMBER 12/11/PBI/2010 CONCERNING MONETARY OPERATIONS,Bank Indonesia Regulation Number 17/20/PBI/2015,https://www.bi.go.id/en/publikasi/peraturan/Documents/PBI_172015.pdf
"CIRCULAR LETTER NO. 17/18/DKEM, 30 JUNE 2015, AMENDMENT OF BANK INDONESIA CIRCULAR LETTER NUMBER 16/24/DKEM DATED 30TH DECEMBER 2014 CONCERNING THE IMPLEMENTATION OF PRUDENTIAL PRINCIPLES IN MANAGING EXTERNAL DEBT OF NON-BANK CORPORATION",Circular Letter No. 17/18/DKEM,https://www.bi.go.id/en/publikasi/peraturan/Documents/se_171815_en.pdf
BANK INDONESIA CICULAR NO. 17/11/DKSP DATED 1 JUNE 2015 CONCERNING MANDATORY USE OF RUPIAH WITHIN THE TERRITORY OF THE REPUBLIC OF INDONESIA,Bank Indonesia Cicular No. 17/11/DKSP,https://www.bi.go.id/en/publikasi/peraturan/Documents/se_171115en.pdf
BANK INDONESIA CICULAR NO. 17/11/DKSP DATED 1 JUNE 2015 CONCERNING MANDATORY USE OF RUPIAH WITHIN THE TERRITORY OF THE REPUBLIC OF INDONESIA,Frequently asked question Bank Indonesia Cicular No. 17/11/DKSP,https://www.bi.go.id/en/publikasi/peraturan/Documents/faq_se_171115en.pdf
CIRCULAR LETTER NO. 16/24/DKEM CONCERNING THE IMPLEMENTATION OF PRUDENTIAL PRINCIPLES IN MANAGING EXTERNAL DEBT OF NON-BANK CORPORATION,SE No.16/24/DKEM,https://www.bi.go.id/en/publikasi/peraturan/Documents/se_162414_English.pdf
BANK INDONESIA REGULATION NUMBER 16/21/PBI/2014 DATE 29TH DECEMBER 2014 CONCERNING THE IMPLEMENTATION OF PRUDENTIAL PRINCIPLES IN MANAGING EXTERNAL DEBT OF THE NON-BANK CORPORATION,Bank Indonesia Regulation Number 16/21/PBI/2014,https://www.bi.go.id/en/publikasi/peraturan/Documents/pbi_162114_English.pdf
BANK INDONESIA REGULATION NUMBER 16/21/PBI/2014 DATE 29TH DECEMBER 2014 CONCERNING THE IMPLEMENTATION OF PRUDENTIAL PRINCIPLES IN MANAGING EXTERNAL DEBT OF THE NON-BANK CORPORATION,FAQ Bank Indonesia Regulation Number 16/21/PBI/2014,https://www.bi.go.id/en/publikasi/peraturan/Documents/faq_pbi_162114_English.pdf
"BANK INDONESIA REGULATION NUMBER 16/20/PBI/2014 DATE 28 OCTOBER 2014, CONCERNING THE IMPLEMENTATION OF PRUDENTIAL PRINCIPLES IN MANAGING EXTERNAL DEBT OF THE NONBANK CORPORATION",Bank Indonesia Regulation Number 16/20/PBI/2014,https://www.bi.go.id/en/publikasi/peraturan/Documents/pbi_162014en.pdf
"BANK INDONESIA REGULATION NUMBER 16/20/PBI/2014 DATE 28 OCTOBER 2014, CONCERNING THE IMPLEMENTATION OF PRUDENTIAL PRINCIPLES IN MANAGING EXTERNAL DEBT OF THE NONBANK CORPORATION",FAQ Bank Indonesia Regulation Number 16/20/PBI/2014,https://www.bi.go.id/en/publikasi/peraturan/Documents/faq_pbi_162014en.pdf
BANK INDONESIA REGULATION NUMBER 16/ 19 /PBI/2014 DATED 17 SEPTEMBER 2014 CONCERNING AMENDMENT TO BANK INDONESIA REGULATION NO. 15/17/PBI/2013 ON HEDGE SWAP TRANSACTIONS TO BANK INDONESIA,Bank Indonesia Regulation Number 16/ 19 /PBI/2014,https://www.bi.go.id/en/publikasi/peraturan/Documents/pbi_161914.pdf
BANK INDONESIA REGULATION NUMBER 16/ 19 /PBI/2014 DATED 17 SEPTEMBER 2014 CONCERNING AMENDMENT TO BANK INDONESIA REGULATION NO. 15/17/PBI/2013 ON HEDGE SWAP TRANSACTIONS TO BANK INDONESIA,FAQ - Bank Indonesia Regulation Number 16/ 19 /PBI/2014,https://www.bi.go.id/en/publikasi/peraturan/Documents/faq_pbi_161914.pdf
BANK INDONESIA REGULATION NO.16/18/PBI/2014 DATED 17 SEPTEMBER 201 CONCERNING AMENDMENT TO BANK INDONESIA REGULATION NUMBER 15/8/PBI/2013 ON HEDGING TRANSACTION TO BANKS,Bank Indonesia Regulation No.16/18/PBI/2014,https://www.bi.go.id/en/publikasi/peraturan/Documents/pbi_161814.pdf
BANK INDONESIA REGULATION NO.16/18/PBI/2014 DATED 17 SEPTEMBER 201 CONCERNING AMENDMENT TO BANK INDONESIA REGULATION NUMBER 15/8/PBI/2013 ON HEDGING TRANSACTION TO BANKS,FAQ - Bank Indonesia Regulation No.16/18/PBI/2014,https://www.bi.go.id/en/publikasi/peraturan/Documents/faq_pbi_161814.pdf
BANK INDONESIA REGULATION NUMBER 16/17/PBI/2014 DATED 17 SEPTEMBER 2014 CONCERNING FOREIGN EXCHANGE TRANSACTIONS AGAINST RUPIAH BETWEEN BANKS AND FOREIGN PARTIES,Bank Indonesia Regulation Number 16/17/PBI/2014,https://www.bi.go.id/en/publikasi/peraturan/Documents/pbi_161714.pdf
BANK INDONESIA REGULATION NUMBER 16/17/PBI/2014 DATED 17 SEPTEMBER 2014 CONCERNING FOREIGN EXCHANGE TRANSACTIONS AGAINST RUPIAH BETWEEN BANKS AND FOREIGN PARTIES,FAQ - Bank Indonesia Regulation Number 16/17/PBI/2014,https://www.bi.go.id/en/publikasi/peraturan/Documents/faq_pbi_161714.pdf
BANK INDONESIA REGULATION NUMBER 16/16/PBI/2014 DATED 17 SEPTEMBER 2014 CONCERNING FOREIGN EXCHANGE TRANSACTIONS AGAINST RUPIAH BETWEEN BANKS AND DOMESTIC PARTIES,Bank Indonesia Regulation Number 16/16/PBI/2014,https://www.bi.go.id/en/publikasi/peraturan/Documents/pbi_161614.pdf
BANK INDONESIA REGULATION NUMBER 16/16/PBI/2014 DATED 17 SEPTEMBER 2014 CONCERNING FOREIGN EXCHANGE TRANSACTIONS AGAINST RUPIAH BETWEEN BANKS AND DOMESTIC PARTIES,FAQ - Bank Indonesia Regulation Number 16/16/PBI/2014,https://www.bi.go.id/en/publikasi/peraturan/Documents/faq_pbi_161614.pdf
BANK INDONESIA REGULATION NUMBER 16/12/PBI/2014 CONCERNING SHARIA MONETARY OPERATION,Bank Indonesia Regulation Number 16/12/PBI/2014,https://www.bi.go.id/en/publikasi/peraturan/Documents/PBI_161214.pdf
BANK INDONESIA REGULATION NUMBER 16/1/PBI/2014 DATE 21 JANUARY 2014 CONCERNING CONSUMER PROTECTION IN PAYMENT SYSTEM SERVICE,Bank Indonesia Regulation Number 16/1/PBI/2014,https://www.bi.go.id/en/publikasi/peraturan/Documents/pbi_160114.pdf
BANK INDONESIA REGULATIOAN NO. 15/16/PBI/2013 ON RESERVE REQUIREMENT IN RUPIAH AND FOREIGN CURRENCIES FOR SHARIA BANKS AND SHARIA BUSINESS UNITS,PBI 15162013,https://www.bi.go.id/en/publikasi/peraturan/Documents/PBI%2015162013.pdf
BANK INDONESIA REGULATION NO. 15/15/PBI/2013 ON RESERVE REQUIREMENT IN RUPIAH AND FOREIGN CURRENCIES FOR CONVENTIONAL COMMERCIAL BANKS,PBI 15152013,https://www.bi.go.id/en/publikasi/peraturan/Documents/PBI%2015152013.pdf
CIRCULAR LETTER NO. 15/49/DPKL CONCERNING LEMBAGA PENGELOLA INFORMASI PERKREDITAN (CREDIT BUREAU),Circular Letter No.15/49/DPKL,https://www.bi.go.id/en/publikasi/peraturan/Documents/SE%20Ekstern%2015-49-DPKL%20(ENG)%20-%20final%20(2).pdf
BANK INDONESIA REGULATION NO.14/15/PBI/2012 - CONCERNING ASSESSMENT OF COMMERCIAL BANK ASSET QUALITY,Bank Indonesia Regulation No.14/15/PBI/2012,https://www.bi.go.id/en/publikasi/peraturan/Documents/b27692ce75294a62831cb7e39c423689PBI14152012ENG.pdf
BANK INDONESIA REGULATION NO.12/21/PBI/2011 - CONCERNING BANK BUSINESS PLAN,Bank Indonesia Regulation No.12/21/PBI/2010,https://www.bi.go.id/en/publikasi/peraturan/Documents/558524d16f76482abfa4e045a6c20b0fPBI12212010ENG.pdf
BANK INDONESIA REGULATION NO.14/14/PBI/2012 - CONCERNING BANK REPORT TRANSPARENCY AND PUBLICATION,Bank Indonesia Regulation No.14/14/PBI/2012,https://www.bi.go.id/en/publikasi/peraturan/Documents/37bca24add0043e08853e1dead6900e3PBI14142012ENG.pdf
BANK INDONESIA REGULATION NO.14/14/PBI/2012 - CONCERNING BANK REPORT TRANSPARENCY AND PUBLICATION,Elucidation to Bank Indonesia Regulation No.14/14/PBI/2012,https://www.bi.go.id/en/publikasi/peraturan/Documents/1770490721104b698a109c173f2024f6PBI14142012PenjelasanENG.pdf
CIRCULAR NO. 15/41/DKMP CONCERNING CALCULATION OF SECONDARY RESERVE REQUIREMENTS AND RESERVE REQUIREMENTS BY LOAN TO DEPOSIT RATIO IN RUPIAH,SE 154113,https://www.bi.go.id/en/peraturan/moneter/Documents/SE%20154114.pdf
CIRCULAR NO. 15/41/DKMP CONCERNING CALCULATION OF SECONDARY RESERVE REQUIREMENTS AND RESERVE REQUIREMENTS BY LOAN TO DEPOSIT RATIO IN RUPIAH,Appendix SE 154113,https://www.bi.go.id/en/peraturan/moneter/Documents/Appendix%20SE%20154114.pdf
BANK INDONESIA REGULATION NO. 15/7/PBI/2013 ON THE SECOND AMENDMENT TP BANK INDONESIA REGULATION NO. 12/19/PBI/2010 ON RESERVE REQUIREMENT OF COMMERCIAL BANKS WITH BANK INDONESIA IN RUPIAH AND FOREIGN CURRENCIES,PBI 1572013.pdf,https://www.bi.go.id/en/publikasi/peraturan/Documents/PBI%201572013.pdf
"CIRCULAR NO. 15/40/DKMP CONCERNING RISK MANAGEMENT APPLICATION TO BANKS PROVIDING CREDIT EXTENSION OR PROPERTY OWNERSHIP FINANCING, CONSUMPTION CREDIT OR FINANCING WITH COLLATERALIZED PROPERTY, AND MOTORIZED VEHICLE CREDIT OR FINANCING",SE 154013,https://www.bi.go.id/en/peraturan/moneter/Documents/SE%20154014.pdf
CIRCULAR LETTER NO. 15/33/DPM CONCERNING THE THIRD AMENDMENT OF BANK INDONESIA CIRCULAR LETTER NO. 10/42/DPD ON PURCHASE OF FOREIGN CURRENCIES AGAINST RUPIAH TO BANKS,Circular Letter No. 15/33/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/se_153313.pdf
CIRCULAR LETTER NO. 15/33/DPM CONCERNING THE THIRD AMENDMENT OF BANK INDONESIA CIRCULAR LETTER NO. 10/42/DPD ON PURCHASE OF FOREIGN CURRENCIES AGAINST RUPIAH TO BANKS,FAQ - Circular Letter No. 15/33/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/faq_se_153313.pdf
CIRCULAR LETTER OF BANK INDONESIA NO. 15/32/DPM CONCERNING THE SIXTH AMENDMENT OF BANK INDONESIA CIRCULAR LETTER NO. 12/18/DPM DATED 7 JULY 2010 REGARDING OPEN MARKET OPERATIONS (OPT),Circular Letter of Bank Indonesia No. 15/32/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/se_153213.pdf
CIRCULAR LETTER OF BANK INDONESIA NO. 15/32/DPM CONCERNING THE SIXTH AMENDMENT OF BANK INDONESIA CIRCULAR LETTER NO. 12/18/DPM DATED 7 JULY 2010 REGARDING OPEN MARKET OPERATIONS (OPT),Appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/appdx_se_153213.pdf
CIRCULAR LETTER OF BANK INDONESIA NO. 15/32/DPM CONCERNING THE SIXTH AMENDMENT OF BANK INDONESIA CIRCULAR LETTER NO. 12/18/DPM DATED 7 JULY 2010 REGARDING OPEN MARKET OPERATIONS (OPT),FAQ - Circular Letter of Bank Indonesia No. 15/32/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/faq_se_153213.pdf
"EXTERNAL CIRCULAR NUMBER 15/30/DPM ON AMENDMENT TO CIRCULAR OF BANK INDONESIA NUMBER 12/16/DPM DATED 6 JULY 2010 ON CRITERIA AND REQUIREMENTS FOR SECURITIES, PARTICIPANTS, AND INTERMEDIARIES IN MONETARY OPERATIONS",External Circular Number 15/30/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/se_153013.pdf
"EXTERNAL CIRCULAR NUMBER 15/30/DPM ON AMENDMENT TO CIRCULAR OF BANK INDONESIA NUMBER 12/16/DPM DATED 6 JULY 2010 ON CRITERIA AND REQUIREMENTS FOR SECURITIES, PARTICIPANTS, AND INTERMEDIARIES IN MONETARY OPERATIONS",FAQ - External Circular Number 15/30/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/faq_se_153013.pdf
BANK INDONESIA REGULATION NO.15/5/PBI/2013 CONCERNING THE SECOND AMENDMENT OF BANK INDONESIA REGULATION NUMBER 12/11/PBI/2010 CONCERNING MONETARY OPERATION,Bank Indonesia Regulation No.15/5/PBI/2013,https://www.bi.go.id/en/publikasi/peraturan/Documents/PBI_15513.pdf
CIRCULAR LETTER OF BANK INDONESIA NUMBER 15/23/DASP CONCERNING PROVISION OF FUNDS TRANSFERS,Circular Letter of Bank Indonesia Number 15/23/DASP,https://www.bi.go.id/en/publikasi/peraturan/Documents/SE-15-23-DASP-Funds-Transfers_EN.pdf
BANK INDONESIA REGULATION NO.15/1/PBI/2013 CONCERNING CREDIT BUREAU,Bank Indonesia Regulation No.15/1/PBI/2013 Concerning Credit Bureau,https://www.bi.go.id/en/publikasi/peraturan/Documents/e2d70a5c6e474e6ca89776e0e9c30c06BatangTubuhPBI15_1_PBI_2013ENG.pdf
BANK INDONESIA REGULATION NO.15/1/PBI/2013 CONCERNING CREDIT BUREAU,Elucidation of Bank Indonesia Regulation No.15/1/PBI/2013 Concerning Credit Bureau,https://www.bi.go.id/en/publikasi/peraturan/Documents/4be406aed0614df89e917f4620d4f73aPenjelasanPBINo15_1_PBI_2013ENG.pdf
BANK INDONESIA REGULATION NO.15/1/PBI/2013 CONCERNING CREDIT BUREAU,FAQ,https://www.bi.go.id/en/publikasi/peraturan/Documents/99dddc953f59481eb05e9ed7a9c143caFAQ_151PBI2013_REVMB.pdf
BANK INDONESIA REGULATION NO.14/27/PBI/2012 - CONCERNING IMPLEMENTATION OF ANTI MONEY LAUNDERING AND COMBATING THE FINANCING OF TERRORISM PROGRAM FOR COMMERCIAL BANK,Bank Indonesia Regulation No.14/27/PBI/2012,https://www.bi.go.id/en/publikasi/peraturan/Documents/9e4748d8d7ac4ebd8d9358d52f50e418BatangTubuhPBIAPUnPPTPBI_142712Eng.pdf
BANK INDONESIA REGULATION NO.14/27/PBI/2012 - CONCERNING IMPLEMENTATION OF ANTI MONEY LAUNDERING AND COMBATING THE FINANCING OF TERRORISM PROGRAM FOR COMMERCIAL BANK,Elucidation of Bank Indonesia Regulation No.14/27/Pbi/2012,https://www.bi.go.id/en/publikasi/peraturan/Documents/eab36fe3de3249ae8f2d73ccffbe122ePenjelasanPBIAPUnPPTPBI_142712Eng.pdf
BANK INDONESIA REGULATION NO.14/27/PBI/2012 - CONCERNING IMPLEMENTATION OF ANTI MONEY LAUNDERING AND COMBATING THE FINANCING OF TERRORISM PROGRAM FOR COMMERCIAL BANK,FAQ BI Regulation No.14/27/PBI/2012,https://www.bi.go.id/en/publikasi/peraturan/Documents/bcde3006bbe64dd991ba14f41af57d31FAQ1427_REVMB.pdf
CIRCULAR LETTER OF BANK INDONESIA NUMBER 14/38/DASP CONCERNING STANDARD GUIDELINES FOR IMPLEMENTATION OF THE ANTI-MONEY LAUNDERING AND PREVENTION OF TERRORISM FINANCING PROGRAMME FOR NON-BANK PROVIDERS OF PAYMENT SYSTEM SERVICES,Circular Letter of Bank Indonesia Number 14/38/DASP,https://www.bi.go.id/en/publikasi/peraturan/Documents/SE_Non-Bank-Payments_14-38-DASP-EN_APU%20PPT.pdf
CIRCULLAR LETTER NO.14/37/DPNP - MINIMUM CAPITAL REQUIREMENT BASED ON RISK PROFILE AND FULFILLMENT OF CAPITAL EQUIVALENCY MAINTAINED ASSETS (CEMA),Circullar Letter No.14/37/DPNP,https://www.bi.go.id/en/publikasi/peraturan/Documents/32218131efdd40399630da179d7456d0SE143713ENG.pdf
CIRCULLAR LETTER NO.14/37/DPNP - MINIMUM CAPITAL REQUIREMENT BASED ON RISK PROFILE AND FULFILLMENT OF CAPITAL EQUIVALENCY MAINTAINED ASSETS (CEMA),Appendix 1,https://www.bi.go.id/en/publikasi/peraturan/Documents/42757a4286824345add855a6741b61a2Appndx1_SE1437DPNPENG.pdf
CIRCULLAR LETTER NO.14/37/DPNP - MINIMUM CAPITAL REQUIREMENT BASED ON RISK PROFILE AND FULFILLMENT OF CAPITAL EQUIVALENCY MAINTAINED ASSETS (CEMA),Appendix 2,https://www.bi.go.id/en/publikasi/peraturan/Documents/c29dea72cc234eefbaa29f47c8d9a2dcAppndx2_SE1437DPNPENG.pdf
CIRCULLAR LETTER NO.14/37/DPNP - MINIMUM CAPITAL REQUIREMENT BASED ON RISK PROFILE AND FULFILLMENT OF CAPITAL EQUIVALENCY MAINTAINED ASSETS (CEMA),Appendix 3,https://www.bi.go.id/en/publikasi/peraturan/Documents/1502e8b817194abe957bbbb304fb6b6dAppndx3_SE1437DPNPENG.pdf
CIRCULLAR LETTER NO.14/37/DPNP - MINIMUM CAPITAL REQUIREMENT BASED ON RISK PROFILE AND FULFILLMENT OF CAPITAL EQUIVALENCY MAINTAINED ASSETS (CEMA),FAQ,https://www.bi.go.id/en/publikasi/peraturan/Documents/e1a9ba1cb90c4e7bb79689a05f0341e3FAQ1437_REVMB.pdf
BANK INDONESIA REGULATION NO.14/18/PBI/2012 - CONCERNING MINIMUM CAPITAL ADEQUACY REQUIREMENT FOR COMMERCIAL BANKS,Bank Indonesia Regulation No.14/18/PBI/2012,https://www.bi.go.id/en/publikasi/peraturan/Documents/671de832d1af4cd0969c387586abecdaPBI141813ENG.pdf
BANK INDONESIA REGULATION NO.14/18/PBI/2012 - CONCERNING MINIMUM CAPITAL ADEQUACY REQUIREMENT FOR COMMERCIAL BANKS,FAQ BI Regulation No.14/18/PBI/2012,https://www.bi.go.id/en/publikasi/peraturan/Documents/cae1149286b34ac48f5ee3ee471fc99eFAQ1418_REVMB.pdf
"BANK INDONESIA REGULATION NO. 14/17/PBI/2012, DATED 23RD NOVEMBER 2012, CONCERNING BANK BUSINESS ACTIVITY IN THE FORM OF TRUST",Bank Indonesia Regulation No. 14/17/PBI/2012,https://www.bi.go.id/en/publikasi/peraturan/Documents/2a228ba16d7646f490fe73db151fe494pbi_141712_eng1.pdf
"BANK INDONESIA REGULATION NO. 14/17/PBI/2012, DATED 23RD NOVEMBER 2012, CONCERNING BANK BUSINESS ACTIVITY IN THE FORM OF TRUST",FAQ Bank Indonesia Regulation No. 14/17/PBI/2012,https://www.bi.go.id/en/publikasi/peraturan/Documents/f9c5daefec2443a4b079c4a26775b1d3faq_pbi_141712_eng1.pdf
CIRCULLAR LETTER NO.14/31/DPNP - COMMERCIAL BANK HEAD OFFICE REPORTS,Circullar Letter No.14/31/DPNP,https://www.bi.go.id/en/publikasi/peraturan/Documents/13692da2bf6d43b28c0be31aad081367SE1431DPNPENG.pdf
CIRCULLAR LETTER NO.14/31/DPNP - COMMERCIAL BANK HEAD OFFICE REPORTS,Appendix 1,https://www.bi.go.id/en/publikasi/peraturan/Documents/dac4b058ab274dc78dc71839d5621f11Appndx1_SE143112ENG.pdf
CIRCULLAR LETTER NO.14/31/DPNP - COMMERCIAL BANK HEAD OFFICE REPORTS,Appendix 2_1,https://www.bi.go.id/en/publikasi/peraturan/Documents/e8f835689068489ab48d430106049078Appndx2_1SE143112ENG.pdf
CIRCULLAR LETTER NO.14/31/DPNP - COMMERCIAL BANK HEAD OFFICE REPORTS,Appendix 2_2,https://www.bi.go.id/en/publikasi/peraturan/Documents/bc3bc64e2df94ce58f8af49344bff0f4Appndx2_2_SE143112ENG.pdf
CIRCULLAR LETTER NO.14/31/DPNP - COMMERCIAL BANK HEAD OFFICE REPORTS,Appendix 2a,https://www.bi.go.id/en/publikasi/peraturan/Documents/6769d414c4744d3fb182e7a049b5e521Appendix2aLKPBUENG.pdf
CIRCULLAR LETTER NO.14/31/DPNP - COMMERCIAL BANK HEAD OFFICE REPORTS,Appendix 2b,https://www.bi.go.id/en/publikasi/peraturan/Documents/19c6d16d0ad64151915e0747faf39a82Appendix2bLKPBUENG.pdf
CIRCULLAR LETTER NO.14/31/DPNP - COMMERCIAL BANK HEAD OFFICE REPORTS,Appendix 2c,https://www.bi.go.id/en/publikasi/peraturan/Documents/5c60ca5945b942dbab8e8767e289fa8cAppendix2cLKPBUENG.pdf
CIRCULLAR LETTER NO.14/31/DPNP - COMMERCIAL BANK HEAD OFFICE REPORTS,Appendix 2d,https://www.bi.go.id/en/publikasi/peraturan/Documents/5ad365129f2847ff9ef7e00c06b272f9Appendix2dLKPBUENG.pdf
CIRCULLAR LETTER NO.14/31/DPNP - COMMERCIAL BANK HEAD OFFICE REPORTS,Appendix 2e,https://www.bi.go.id/en/publikasi/peraturan/Documents/3a7f40401aea4ba29450a6f747ceee89Appendix2eLKPBUENG.pdf
CIRCULLAR LETTER NO.14/31/DPNP - COMMERCIAL BANK HEAD OFFICE REPORTS,Appendix 2f_1,https://www.bi.go.id/en/publikasi/peraturan/Documents/71ce4b48855442bf8f55767a532a6a5dAppendix2f1LKPBUENG.pdf
BANK INDONESIA REGULATION NO.14/12/PBI/2012 - CONCERNING COMMERCIAL BANK HEAD OFFICE REPORTS,Bank Indonesia Regulation No.14/12/PBI/2012,https://www.bi.go.id/en/publikasi/peraturan/Documents/ffa7996987a3442aaa86da08d7a9401fPBI14122012ENG.pdf
BANK INDONESIA REGULATION NO.14/12/PBI/2012 - CONCERNING COMMERCIAL BANK HEAD OFFICE REPORTS,FAQ,https://www.bi.go.id/en/publikasi/peraturan/Documents/246f13556f474d27ac0524e2c7597d13FAQ1412_REVMB2.pdf
CIRCULLAR LETTER NO.14/21/DPNP - AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 9/33/DPNP DATED 18 DECEMBER 2007 CONCERNINGGUIDELINE FOR THE USE OF STANDARD METHOD IN CALCULATION OF COMMERCIAL BANK MINIMUM CAPITAL ADEQUACY REQUIREMENT BY TAKING INTO C,Circullar Letter No.14/21/DPNP,https://www.bi.go.id/en/publikasi/peraturan/Documents/ded404f939f34c0dafdd193a42bae11eSE1421ENGCopy.pdf
CIRCULLAR LETTER NO.14/21/DPNP - AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 9/33/DPNP DATED 18 DECEMBER 2007 CONCERNINGGUIDELINE FOR THE USE OF STANDARD METHOD IN CALCULATION OF COMMERCIAL BANK MINIMUM CAPITAL ADEQUACY REQUIREMENT BY TAKING INTO C,Appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/08d4716a1b66434bbfa1e786103d3a65SE1421Appendix1ENGCopy.pdf
"BANK INDONESIA CIRCULAR LETTER NO. 14/18/DPM DATED JUNE 8, 2012 CONCERNING THE FOURTH AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NO. 12/18/DPM DATED JULY 7, 2010 REGARDING OPEN MARKET OPERATION",Bank Indonesia Circular Letter No. 14/18/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/19430e9a0de24a4f97eb45d94858be8ese_141812_en1.pdf
"BANK INDONESIA CIRCULAR LETTER NO. 14/18/DPM DATED JUNE 8, 2012 CONCERNING THE FOURTH AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NO. 12/18/DPM DATED JULY 7, 2010 REGARDING OPEN MARKET OPERATION",FAQ Bank Indonesia Circular Letter No. 14/18/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/5acf36da2b28453092edbe8a9fd2830efaq_se_141812_en1.pdf
"BANK INDONESIA CIRCULAR LETTER NO. 14/18/DPM DATED JUNE 8, 2012 CONCERNING THE FOURTH AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NO. 12/18/DPM DATED JULY 7, 2010 REGARDING OPEN MARKET OPERATION",Appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/1fe7d4fde32c418eb99e177750af6207appendix_se_141812_en1.pdf
"BANK INDONESIA REGULATION NO. 14/5/PBI/2012 DATED JUNE 8, 2012 CONCERNING THE AMENDMENT TO BANK INDONESIA REGULATION NO. 12/11/PBI/2010 CONCERNING MONETARY OPERATIONS",Bank Indonesia Regulation No. 14/5/PBI/2012,https://www.bi.go.id/en/publikasi/peraturan/Documents/3b0e4a5325524612ab7a356076919e05pbi_140512_en1.pdf
